price,floors_in_the_house,floor,house_type,number_of_rooms,total_area,deadline,distance_to_nearest_metro,distance_to_center,distance_to_mkad,distance_to_green_areas,distance_to_sports_complexes,distance_to_industrial_enterprises,distance_to_treatment_facilities
8798719,16,8,монолитный ,2-комнатные ,67.7,2 кв. 2021 года ,2200,22602,3944,1912,1560,4398,3696
9493059,16,2,монолитный ,2-комнатные ,81.3,1 кв. 2022 года ,1900,22072,3475,776,1650,4821,4738
10306246,16,2,монолитный ,2-комнатные ,62.4,4 кв. 2020 года ,2000,22943,4292,1887,1700,4512,3496
9848066,8,2,монолитный ,2-комнатные ,70.6,4 кв. 2020 года ,2000,22888,4238,1888,1671,4490,3525
13500000,23,8,монолитный ,2-комнатные ,62.5,2 кв. 2021 года ,500,10890,-8780,1816,984,596,2373
9520000,17,2,панельный ,2-комнатные ,67,-,2100,23254,7063,638,1977,4703,6034
9274533,16,2,монолитный ,2-комнатные ,70.5,4 кв. 2020 года ,2000,22852,4205,1935,1602,4426,3517
10800000,14,2,монолитный ,2-комнатные ,49.5,2 кв. 2022 года ,1200,16485,1545,791,1362,153,9124
28921000,21,2,монолитный ,2-комнатные ,97.3,2 кв. 2020 года ,300,4761,-11645,634,512,1154,7467
20832000,21,18,монолитный ,2-комнатные ,53.7,2 кв. 2020 года ,300,4761,-11645,634,512,1154,7467
14061600,25,1,панельный ,2-комнатные ,72,сдан ,400,15807,754,1200,1267,1671,1462
12691456,9,2,монолитный ,2-комнатные ,62,4 кв. 2020 года ,1400,10485,-4677,251,772,344,12705
11284840,25,16,панельный ,2-комнатные ,57.4,2 кв. 2021 года ,600,15659,595,1372,1367,1580,1636
11181660,25,8,панельный ,2-комнатные ,55.3,2 кв. 2021 года ,600,15659,595,1372,1367,1580,1636
14902910,9,7,монолитный ,2-комнатные ,67.1,4 кв. 2020 года ,1400,10485,-4677,251,772,344,12705
12392730,14,5,панельный ,2-комнатные ,55.3,сдан ,400,15807,754,1200,1267,1671,1462
22300000,24,11,монолитный ,2-комнатные ,67.9,сдан ,400,6294,-9407,1401,826,905,2507
11224080,51,29,монолитный ,2-комнатные ,43,3 кв. 2022 года ,500,5803,-9611,1157,986,780,621
12256272,9,4,монолитный ,2-комнатные ,54,4 кв. 2020 года ,1400,10485,-4677,251,772,344,12705
13592000,22,3,монолитный ,2-комнатные ,64.7,2 кв. 2021 года ,1800,12393,-2630,1045,601,1153,4150
13232000,23,8,монолитный ,2-комнатные ,59.5,2 кв. 2021 года ,1800,12395,-2600,1085,590,1221,4213
12836000,23,10,монолитный ,2-комнатные ,56.6,2 кв. 2022 года ,1900,12472,-2497,1087,661,1332,4329
12860685,14,3,монолитный ,2-комнатные ,63,4 кв. 2020 года ,1400,10485,-4677,251,772,344,12705
14929820,32,3,монолитный ,2-комнатные ,73.9,4 кв. 2023 года ,900,6490,-9791,1718,940,502,8125
12051300,21,4,монолитный ,2-комнатные ,51,4 кв. 2020 года ,800,7963,-7805,1638,2143,1305,2413
14666650,32,2,монолитный ,2-комнатные ,74.5,4 кв. 2023 года ,900,6490,-9791,1718,940,502,8125
15274630,32,8,монолитный ,2-комнатные ,70.4,4 кв. 2023 года ,900,6490,-9791,1718,940,502,8125
12062036,9,4,монолитный ,2-комнатные ,54.5,4 кв. 2020 года ,1400,10524,-4670,344,759,395,12609
16764350,32,22,монолитный ,2-комнатные ,72,4 кв. 2023 года ,900,6490,-9791,1718,940,502,8125
19724800,18,6,монолитный ,2-комнатные ,79,сдан ,500,3316,-11553,431,665,670,9097
7400000,19,8,монолитный ,2-комнатные ,61,сдан ,1700,23779,8619,602,1456,3249,6648
13111770,21,12,монолитный ,2-комнатные ,61,4 кв. 2020 года ,800,7913,-7848,1588,2188,1253,2401
11765528,8,2,монолитный ,2-комнатные ,62.1,4 кв. 2020 года ,1400,10524,-4670,344,759,395,12609
14519456,9,4,монолитный ,2-комнатные ,59.4,4 кв. 2020 года ,1400,10485,-4677,251,772,344,12705
12661500,32,13,монолитный ,2-комнатные ,55.1,4 кв. 2023 года ,900,6490,-9791,1718,940,502,8125
16328676,24,2,монолитный ,2-комнатные ,69.2,4 кв. 2021 года ,1200,6748,-9012,1851,1327,607,1183
16069760,32,13,монолитный ,2-комнатные ,71.7,4 кв. 2023 года ,900,6490,-9791,1718,940,502,8125
17000000,22,6,монолитный ,2-комнатные ,51,сдан ,2000,11601,-4100,1300,222,1190,4340
11435220,15,5,кирпичный ,2-комнатные ,60.6,2 кв. 2021 года ,1200,12075,-3113,1196,673,606,3572
11847290,14,14,панельный ,2-комнатные ,61.1,3 кв. 2020 года ,500,15729,677,1287,1321,1618,1550
15464410,10,9,монолитный ,2-комнатные ,61.1,4 кв. 2020 года ,300,5835,-8157,380,529,464,12165
10102839,17,4,монолитный ,2-комнатные ,57.9,4 кв. 2020 года ,1100,22573,7575,831,1191,3052,5534
6050000,33,12,монолитный ,2-комнатные ,43,-,1800,16115,400,691,1523,2336,6692
12430565,11,3,монолитный ,2-комнатные ,55.4,сдан ,1200,11226,-5160,499,848,1734,3536
12779613,12,2,монолитный ,2-комнатные ,62.4,1 кв. 2021 года ,1100,5891,-10891,1261,923,318,7438
10630620,33,2,монолитный ,2-комнатные ,64.9,2 кв. 2021 года ,1200,10402,-3906,1627,1272,574,13174
16454031,18,12,монолитный ,2-комнатные ,75.9,сдан ,1200,11226,-5160,499,848,1734,3536
13192200,14,13,монолитный ,2-комнатные ,63,1 кв. 2021 года ,1200,5812,-10900,1341,766,480,7516
10642680,13,13,монолитный ,2-комнатные ,66.6,2 кв. 2021 года ,1200,10402,-3906,1627,1272,574,13174
20700000,18,14,монолитный ,2-комнатные ,74,сдан ,500,3316,-11553,431,665,670,9097
15947280,12,4,монолитный ,2-комнатные ,64.8,сдан ,700,5456,-8540,372,812,547,11862
18440200,12,12,монолитный ,2-комнатные ,67.3,сдан ,1500,11295,-5144,772,1106,1501,3372
9369600,16,2,панельный ,2-комнатные ,61,4 кв. 2020 года ,1300,12160,-5855,1648,1785,1345,8493
11460010,9,9,монолитный ,2-комнатные ,65.9,сдан ,1000,13280,-3905,1440,2180,4054,11240
16600590,28,5,монолитный ,2-комнатные ,60.3,3 кв. 2020 года ,800,13217,-2344,1407,555,1361,2553
18741120,20,13,монолитный ,2-комнатные ,68.8,сдан ,1300,11178,-5236,622,979,1600,3530
14619080,32,6,монолитный ,2-комнатные ,67.1,4 кв. 2023 года ,900,6490,-9791,1718,940,502,8125
12981440,32,8,монолитный ,2-комнатные ,57.4,4 кв. 2023 года ,900,6490,-9791,1718,940,502,8125
8854440,16,5,панельный ,2-комнатные ,50.8,4 кв. 2020 года ,1200,12225,-5743,1460,1656,1515,8682
14273700,14,2,монолитный ,2-комнатные ,73.5,1 кв. 2021 года ,1200,5812,-10900,1341,766,480,7516
11017160,14,2,монолитный ,2-комнатные ,51.1,1 кв. 2021 года ,1200,5884,-10844,1296,836,442,7537
13637520,23,2,монолитный ,2-комнатные ,55.8,4 кв. 2020 года ,300,5835,-8157,380,529,464,12165
8911920,16,9,панельный ,2-комнатные ,52.3,4 кв. 2020 года ,1200,12225,-5743,1460,1656,1515,8682
12005000,9,6,монолитный ,2-комнатные ,70,сдан ,900,13237,-3979,1376,2128,3981,11167
14291280,32,3,монолитный ,2-комнатные ,69,4 кв. 2023 года ,900,6490,-9791,1718,940,502,8125
2956800,12,7,монолитный ,2-комнатные ,54.7,4 кв. 2020 года ,1200,22739,7750,741,1312,3241,5714
17007700,34,31,монолитный ,2-комнатные ,64.2,1 кв. 2022 года ,900,6588,-9691,1621,1032,445,8037
17486570,34,30,монолитный ,2-комнатные ,61.8,1 кв. 2022 года ,900,6588,-9691,1621,1032,445,8037
11899800,24,2,панельный ,2-комнатные ,60.1,сдан ,1000,13774,-3243,1371,419,1264,783
16810960,34,30,монолитный ,2-комнатные ,63.9,1 кв. 2022 года ,900,6588,-9691,1621,1032,445,8037
15754610,34,30,монолитный ,2-комнатные ,55.7,1 кв. 2022 года ,900,6588,-9691,1621,1032,445,8037
22994230,32,14,монолитный ,2-комнатные ,81.8,сдан ,300,5880,-9598,1325,935,936,534
18731320,35,2,монолитный ,2-комнатные ,79.4,3 кв. 2022 года ,500,5792,-9600,1110,999,742,651
12013948,39,26,монолитный ,2-комнатные ,44.7,1 кв. 2021 года ,1100,11044,-3733,1866,734,1315,6153
23047560,32,25,монолитный ,2-комнатные ,78.9,сдан ,300,5880,-9598,1325,935,936,534
53962000,11,2,монолитный ,2-комнатные ,69.8,3 кв. 2021 года ,500,3988,-10829,380,870,967,4617
12500000,38,5,монолитный ,2-комнатные ,60.7,-,600,6243,-10760,911,1136,288,7342
17070400,51,2,монолитный ,2-комнатные ,72.6,3 кв. 2022 года ,500,5721,-9688,1086,1068,704,701
13453000,30,3,монолитный ,2-комнатные ,71,-,500,5786,-9610,1113,1004,742,652
10490832,23,8,монолитный ,2-комнатные ,59.1,4 кв. 2021 года ,400,18611,3361,624,1045,1604,1524
13698338,39,17,монолитный ,2-комнатные ,61.6,1 кв. 2021 года ,1200,11047,-3702,1960,837,1287,6168
107391950,6,2,кирпичный ,2-комнатные ,92,2 кв. 2021 года ,400,1130,-14365,625,1866,408,6134
24788400,32,17,монолитный ,2-комнатные ,79.5,сдан ,300,5880,-9598,1325,935,936,534
25000000,79,17,монолитный ,2-комнатные ,62.1,сдан ,500,5214,-10193,777,921,401,1197
10500000,13,2,монолитный ,2-комнатные ,60,2 кв. 2021 года ,1200,10402,-3906,1627,1272,574,13174
9284200,16,2,панельный ,2-комнатные ,61,4 кв. 2020 года ,1200,12225,-5743,1460,1656,1515,8682
12559072,11,2,монолитный ,2-комнатные ,58.4,сдан ,1200,11226,-5160,499,848,1734,3536
23763300,32,2,монолитный ,2-комнатные ,83.4,сдан ,300,5880,-9598,1325,935,936,534
13653200,10,10,монолитный ,2-комнатные ,53.5,4 кв. 2020 года ,300,5835,-8157,380,529,464,12165
18508980,10,4,монолитный ,2-комнатные ,69.4,3 кв. 2020 года ,800,13217,-2344,1407,555,1361,2553
10079640,16,1,монолитный ,2-комнатные ,54.9,4 кв. 2020 года ,1300,18079,930,1234,583,372,11158
12445560,13,11,монолитный ,2-комнатные ,76.4,2 кв. 2021 года ,1200,10402,-3906,1627,1272,574,13174
9988440,17,1,монолитный ,2-комнатные ,56.4,4 кв. 2020 года ,1400,10299,-3983,1582,1154,531,13173
13394007,12,12,монолитный ,2-комнатные ,63.1,1 кв. 2021 года ,1100,5891,-10891,1261,923,318,7438
16855090,11,11,монолитный ,2-комнатные ,66.7,4 кв. 2020 года ,700,13298,-2211,1534,378,1132,2706
9186000,16,16,панельный ,2-комнатные ,60,4 кв. 2020 года ,1300,12160,-5855,1648,1785,1345,8493
16474500,19,11,монолитный ,2-комнатные ,52.3,сдан ,400,12381,-3034,809,724,1363,1976
14177930,6,6,монолитный ,2-комнатные ,57.1,3 кв. 2020 года ,900,13251,-2317,1427,672,1437,2551
21984840,53,42,монолитный ,2-комнатные ,62.3,сдан ,300,5943,-9556,1402,889,927,482
10521920,25,1,монолитный ,2-комнатные ,52.4,сдан ,1100,18004,976,1633,390,485,10887
14013670,12,2,монолитный ,2-комнатные ,66.7,сдан ,700,5421,-8580,351,868,493,11824
15230600,12,2,монолитный ,2-комнатные ,66.7,сдан ,700,5421,-8580,351,868,493,11824
14222322,11,2,монолитный ,2-комнатные ,61.9,сдан ,1200,11226,-5160,499,848,1734,3536
15919650,11,2,монолитный ,2-комнатные ,76.5,сдан ,1200,11226,-5160,499,848,1734,3536
15747504,11,2,монолитный ,2-комнатные ,70.7,сдан ,1200,11226,-5160,499,848,1734,3536
10528000,33,33,монолитный ,2-комнатные ,56,сдан ,800,22151,3010,1379,810,2104,3995
22185730,22,12,монолитный ,2-комнатные ,93.1,3 кв. 2020 года ,700,13224,-2338,1427,480,1293,2585
14431820,23,2,монолитный ,2-комнатные ,61.1,4 кв. 2020 года ,500,5665,-8328,542,648,547,12070
48129000,79,66,монолитный ,2-комнатные ,84,сдан ,500,5214,-10193,777,921,401,1197
22702140,28,18,монолитный ,2-комнатные ,91.8,3 кв. 2020 года ,800,13217,-2344,1407,555,1361,2553
16162650,12,2,монолитный ,2-комнатные ,73.3,сдан ,700,5456,-8540,372,812,547,11862
16550000,28,28,монолитный ,2-комнатные ,62.5,3 кв. 2020 года ,900,13251,-2317,1427,672,1437,2551
22183110,21,11,монолитный ,2-комнатные ,92.7,3 кв. 2020 года ,800,13241,-2322,1426,590,1372,2566
23934653,52,21,монолитный ,2-комнатные ,76,4 кв. 2020 года ,800,10345,-4548,1681,771,843,6649
24426280,19,6,монолитный ,2-комнатные ,82,4 кв. 2021 года ,500,6650,-9360,1517,1481,475,8550
23380200,53,12,монолитный ,2-комнатные ,83.8,сдан ,300,5943,-9556,1402,889,927,482
19721000,9,2,монолитный ,2-комнатные ,53.3,-,800,2878,-12957,467,1100,912,4453
75714214,13,8,монолитный ,2-комнатные ,99.4,сдан ,1000,3492,-11147,494,307,879,4019
23700000,21,3,монолитный ,2-комнатные ,62,2 кв. 2020 года ,300,4761,-11645,634,512,1154,7467
15350000,12,5,монолитный ,2-комнатные ,68,сдан ,1500,11295,-5144,772,1106,1501,3372
22853600,53,2,монолитный ,2-комнатные ,86.2,сдан ,300,5943,-9556,1402,889,927,482
6300000,7,2,монолитный ,2-комнатные ,59.7,2 кв. 2020 года ,19100,35905,20998,4785,6322,4741,18964
26001140,52,3,монолитный ,2-комнатные ,84,4 кв. 2020 года ,700,10388,-4555,1568,658,873,6752
13455194,24,8,монолитный ,2-комнатные ,56.7,3 кв. 2022 года ,900,6074,-12234,546,444,1024,4086
12047200,15,2,монолитный ,2-комнатные ,59,2 кв. 2021 года ,1200,12075,-3113,1196,673,606,3572
46005700,79,65,монолитный ,2-комнатные ,87,сдан ,500,5214,-10193,777,921,401,1197
13558018,18,2,кирпичный ,2-комнатные ,60,4 кв. 2020 года ,1700,5716,-8574,444,472,279,11952
15047278,35,34,монолитный ,2-комнатные ,64.6,1 кв. 2021 года ,1100,10793,-3951,2057,864,1445,6415
10500000,17,3,монолитный ,2-комнатные ,47,3 кв. 2021 года ,600,10696,-6907,721,1294,708,7766
277300500,6,3,кирпичный ,2-комнатные ,173,2 кв. 2020 года ,500,1286,-14329,488,1814,377,6192
235319500,6,1,кирпичный ,2-комнатные ,168,2 кв. 2020 года ,500,1286,-14329,488,1814,377,6192
250737500,6,2,кирпичный ,2-комнатные ,167,2 кв. 2020 года ,500,1286,-14329,488,1814,377,6192
12500000,48,18,монолитный ,2-комнатные ,51.3,3 кв. 2021 года ,2100,9334,-6479,2055,983,1522,2815
26018010,18,16,монолитный ,2-комнатные ,78,сдан ,500,3316,-11553,431,665,670,9097
17400200,18,1,монолитный ,2-комнатные ,77,сдан ,500,3316,-11553,431,665,670,9097
23313000,18,4,монолитный ,2-комнатные ,87,сдан ,500,3316,-11553,431,665,670,9097
19729800,18,7,монолитный ,2-комнатные ,76,сдан ,500,3316,-11553,431,665,670,9097
18476600,18,4,монолитный ,2-комнатные ,75,сдан ,500,3316,-11553,431,665,670,9097
